ImagePath,Type
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029652.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030674.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033871.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027666.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025767.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025407.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032089.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032489.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025327.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030917.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028264.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026675.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024707.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026935.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029514.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027669.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028194.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026957.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028357.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031974.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026607.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027756.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033499.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030518.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028726.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026064.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033827.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026614.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034069.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033410.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028718.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025777.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031458.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029314.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030339.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026569.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029803.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031978.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031719.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033664.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024880.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025057.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027216.jpg,df
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026930.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028440.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029471.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031724.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030514.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027140.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028467.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031269.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027962.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032548.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031808.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030551.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028755.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030406.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032888.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024797.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024997.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030332.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030563.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030210.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026046.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026649.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024693.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028371.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029843.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032276.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027538.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032255.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026936.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030265.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028202.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025122.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033848.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032234.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027219.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025715.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032556.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025332.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028643.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028828.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030292.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026773.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025324.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033362.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033302.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030660.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032961.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027618.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026038.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026905.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030390.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027781.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028485.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031766.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028266.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031150.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030010.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032322.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030534.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028606.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034298.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034168.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033147.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031130.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031853.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030434.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027227.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029594.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033728.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031413.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030386.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032707.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031664.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024315.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032473.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024908.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026848.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031858.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026151.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028545.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027012.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033313.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034055.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024786.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033052.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029183.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024958.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028863.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031372.jpg,df
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027686.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033089.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025292.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032941.jpg,df
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025631.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028172.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031677.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033258.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025403.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029099.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029989.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032140.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026786.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025600.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033763.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026239.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027236.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031427.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025208.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029490.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033303.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033585.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032765.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032301.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030380.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032310.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032896.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025271.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029245.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031441.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031254.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030716.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025855.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032059.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032828.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025704.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026437.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034211.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026107.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028631.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033150.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033754.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028271.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026527.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028781.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033964.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029221.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027548.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030084.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033734.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027379.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025898.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025239.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027643.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024982.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032039.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026561.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026163.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027342.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030573.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029607.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033304.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032293.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032164.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025804.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030908.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031300.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025029.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025462.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025284.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024766.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026170.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026842.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026650.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030102.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033191.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031591.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033718.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033508.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030164.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030568.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031649.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032211.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032366.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024593.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033503.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030011.jpg,df
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030738.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029415.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031923.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027875.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031105.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029888.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033198.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030899.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033991.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026510.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034317.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027986.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029480.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032219.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025678.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031380.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027058.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032660.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033458.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033614.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029727.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024905.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030599.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028512.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032724.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031259.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033190.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032067.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024714.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025028.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031294.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030029.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029550.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026246.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026949.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031385.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032656.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026211.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027408.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024893.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028093.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029867.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029974.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032333.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034289.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031918.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034320.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026496.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030408.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026519.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027571.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026123.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026591.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029516.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029746.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029206.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032030.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032880.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024882.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025676.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025048.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034233.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027330.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027934.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031684.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027764.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027324.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032991.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032874.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025491.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028774.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029621.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029923.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030972.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029228.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024897.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030689.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026162.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028764.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030454.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031501.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025420.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028929.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032238.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026639.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027817.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031471.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031823.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032475.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029616.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031566.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028187.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026990.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025373.jpg,df
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026149.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025866.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033998.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026414.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033050.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024889.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027941.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032189.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026693.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032763.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032068.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024467.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030965.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029985.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034033.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027589.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030676.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030586.jpg,akiec
